species,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,YP_009315890__KU321655,AOX47681__KU321654.1,ARO85894__KY680280.1,YP_009361877__KX981923,APC23176__KT961665.1,APC23164__KT961659.1,ARF02873__KY679174.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55209__KU295526.1,ALT55208__KU295525.1,ALT55206__KU295523.1,ALT55196__KU295513.1,YP_009315908__KT878839,YP_009315886__KT878837,AOT82271__KU745628.1,BAS32608__AB982223.1,AOL02446__KX583629.1,YP_009272913__KU950356,AOE23875__KX384823.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,BAU88511__LC148407.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,YP_009215301__KP729195,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AII82250__KM017744.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACJ38931__FJ170278.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGS15085__KF206166.1,AGS15081__KF206165.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,AFR53039__JQ923422.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFM30852__JQ177083.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
ARO85894__KY680280.1,0.828393,0.839314,0.804481,0.848586,0.548161,0.839314,0.840874,0.839314,0.848674,0.843994,0.000000,0.205928,0.845554,0.853354,0.845295,0.837754,0.848674,0.159126,0.177847,0.212168,0.219969,0.808112,0.154446,0.124805,0.152886,0.149766,0.263866,0.856474,0.848586,0.811232,0.843994,0.834633,0.872075,0.907956,0.837754,0.849057,0.941824,0.127925,0.833073,0.812793,0.798752,0.711679,0.828393,0.831513,0.859594,0.839744,0.795918,0.847114,0.823713,0.157509,0.166927,0.171607,0.831513,0.865835,0.811475,0.836193,0.904836,0.829308,0.823161,0.792771,0.833628,0.265211,0.834633,0.822400,0.833071,0.834633,0.842520,0.854914,0.831513,0.835938,0.837754,0.836193,0.847114,0.865835,0.847114,0.843994,0.845554,0.836193,0.842434,0.834633,0.840874,0.815913,0.839314,0.840874,0.860800,0.149766,0.836193,0.866352,0.861154,0.895476,0.878315,0.169492,0.853354,0.836193,0.851794,0.351181,0.836193,0.838333,0.837754,0.839314,0.853354,0.836478,0.844262,0.835237,0.854914,0.847114,0.836066,0.825623,0.819033,0.853270,0.854914,0.850242,0.849498,0.845554,0.826833,0.855346,0.850234,0.859594,0.848000,0.854914,0.841713,0.842434,0.865835,0.845554,0.842434,0.850242,0.837754,0.212903,0.823713,0.835052,0.848101,0.833597,0.829953
YP_009361877__KX981923,0.833073,0.850234,0.808554,0.860233,0.544658,0.858034,0.826833,0.828393,0.845554,0.847114,0.205928,0.000000,0.847114,0.854914,0.848485,0.834633,0.847114,0.187207,0.191888,0.104524,0.107644,0.808112,0.201248,0.202808,0.198128,0.198128,0.255462,0.853354,0.855241,0.803432,0.843994,0.834633,0.861154,0.903276,0.829953,0.845912,0.937107,0.193448,0.829953,0.814353,0.790952,0.718978,0.839314,0.842434,0.851794,0.838141,0.790816,0.847114,0.831513,0.216117,0.202808,0.213729,0.834633,0.862715,0.800000,0.840874,0.898596,0.835749,0.823161,0.787952,0.840708,0.268331,0.859594,0.820800,0.839370,0.837754,0.834646,0.850234,0.837754,0.834375,0.840874,0.839314,0.839314,0.848674,0.839314,0.842434,0.845554,0.833073,0.836193,0.836193,0.842434,0.815913,0.843994,0.836193,0.851200,0.204368,0.853354,0.858491,0.858034,0.895476,0.879875,0.205085,0.859594,0.833073,0.848674,0.357480,0.834633,0.831667,0.840874,0.837754,0.856474,0.838050,0.840984,0.833605,0.848674,0.839314,0.836066,0.843416,0.806552,0.848485,0.847114,0.843800,0.846154,0.840874,0.828393,0.844340,0.862715,0.856474,0.844800,0.854914,0.847300,0.843994,0.864275,0.837754,0.845554,0.845411,0.823713,0.241935,0.826833,0.835052,0.848101,0.841521,0.834633
APC23176__KT961665.1,0.576271,0.659476,0.780041,0.570715,0.833625,0.662558,0.588598,0.591680,0.573190,0.571649,0.845554,0.847114,0.000000,0.852080,0.824561,0.556240,0.795069,0.850234,0.842434,0.850234,0.848674,0.821263,0.847114,0.848674,0.840874,0.840874,0.842017,0.845917,0.823627,0.830508,0.813272,0.510015,0.848998,0.906009,0.585516,0.852201,0.932390,0.842434,0.653313,0.826087,0.823988,0.770073,0.539291,0.499230,0.848998,0.836538,0.775510,0.505393,0.506934,0.826007,0.840874,0.850234,0.546995,0.639445,0.821311,0.491525,0.892142,0.826087,0.810642,0.780723,0.807080,0.840874,0.539291,0.808000,0.814173,0.487654,0.533858,0.839753,0.588598,0.575000,0.582435,0.579353,0.576271,0.832049,0.594761,0.502311,0.591680,0.585516,0.585516,0.513097,0.545455,0.835131,0.624037,0.576271,0.827200,0.845554,0.536210,0.853774,0.836672,0.879815,0.861325,0.840678,0.847458,0.577812,0.852080,0.840945,0.590139,0.816667,0.516179,0.520801,0.804314,0.522013,0.827869,0.812398,0.850539,0.591680,0.826230,0.795374,0.822804,0.830941,0.847458,0.834138,0.826087,0.795069,0.812018,0.842767,0.850539,0.824345,0.830400,0.844376,0.798883,0.807396,0.858243,0.585516,0.516179,0.829308,0.651772,0.840323,0.818182,0.821306,0.828210,0.776545,0.824345
APC23164__KT961659.1,0.841270,0.821068,0.784114,0.816972,0.835377,0.819625,0.835498,0.822511,0.821068,0.822511,0.853354,0.854914,0.852080,0.000000,0.770335,0.834101,0.823954,0.858034,0.859594,0.848674,0.853354,0.843703,0.862715,0.862715,0.859594,0.850234,0.858824,0.790769,0.768719,0.833581,0.763889,0.818182,0.771903,0.856269,0.836582,0.800314,0.908805,0.854914,0.826840,0.833851,0.820872,0.781022,0.812410,0.815296,0.346726,0.751603,0.770408,0.829726,0.822511,0.847985,0.850234,0.853354,0.828283,0.808081,0.811475,0.813853,0.873700,0.819646,0.824726,0.828916,0.755752,0.867395,0.819625,0.828800,0.837795,0.820988,0.837795,0.790347,0.805195,0.812500,0.842579,0.839580,0.825397,0.784431,0.841079,0.826840,0.846726,0.839827,0.841270,0.825397,0.829726,0.836090,0.839827,0.819625,0.763200,0.865835,0.823954,0.797170,0.796687,0.849170,0.809955,0.855932,0.790462,0.833583,0.789634,0.851969,0.841079,0.745000,0.834055,0.816739,0.776335,0.836478,0.740984,0.760196,0.795287,0.815296,0.737705,0.766904,0.835347,0.768740,0.138282,0.763285,0.769231,0.828283,0.850299,0.790881,0.785276,0.770393,0.750400,0.717358,0.821229,0.600596,0.267936,0.829047,0.828283,0.745572,0.825397,0.861290,0.825893,0.768041,0.804702,0.828843,0.842027
ARF02873__KY679174.1,0.822967,0.810207,0.778004,0.816972,0.837128,0.808612,0.813397,0.819777,0.791069,0.795853,0.845295,0.848485,0.824561,0.770335,0.000000,0.821372,0.813397,0.850080,0.856459,0.848485,0.850080,0.794258,0.853270,0.846890,0.853270,0.848485,0.850420,0.768740,0.773710,0.792663,0.580542,0.814992,0.738437,0.883573,0.808612,0.760766,0.881978,0.850080,0.794258,0.813397,0.813397,0.773723,0.807018,0.813397,0.783094,0.581731,0.737245,0.807018,0.808612,0.851648,0.848485,0.846890,0.803828,0.799043,0.800000,0.808612,0.870813,0.800322,0.805423,0.814458,0.704425,0.850080,0.803828,0.814400,0.808612,0.818182,0.829346,0.757576,0.792663,0.808612,0.813397,0.824561,0.807018,0.770335,0.813397,0.811802,0.814992,0.819777,0.807018,0.811802,0.800638,0.816587,0.792663,0.795853,0.740800,0.845295,0.811802,0.757576,0.752791,0.821372,0.778309,0.847458,0.748006,0.805423,0.759171,0.859649,0.818182,0.571667,0.811802,0.816587,0.757576,0.827751,0.542623,0.592170,0.754386,0.805423,0.560656,0.704626,0.805423,0.103668,0.778309,0.589372,0.759197,0.819777,0.803828,0.749601,0.752791,0.582137,0.598400,0.760766,0.789572,0.802233,0.787879,0.811802,0.795853,0.573269,0.786284,0.851613,0.803828,0.737113,0.790235,0.810207,0.805423
AQX45759__KX343069.1,0.594470,0.655914,0.800407,0.627288,0.838879,0.668203,0.628264,0.629800,0.339478,0.339478,0.837754,0.834633,0.556240,0.834101,0.821372,0.000000,0.806452,0.842434,0.842434,0.839314,0.840874,0.838710,0.836193,0.842434,0.839314,0.840874,0.830252,0.855385,0.823627,0.829493,0.817901,0.542243,0.843318,0.907834,0.634409,0.838050,0.933962,0.840874,0.654378,0.829193,0.825545,0.784672,0.559140,0.579109,0.838710,0.814103,0.783163,0.582181,0.569892,0.822344,0.833073,0.837754,0.606759,0.655914,0.822951,0.560676,0.890937,0.840580,0.818466,0.828916,0.807080,0.843994,0.563748,0.806400,0.818898,0.554012,0.611024,0.846390,0.620584,0.610938,0.628264,0.632873,0.635945,0.817204,0.651306,0.591398,0.637481,0.632873,0.637481,0.582181,0.606759,0.843318,0.635945,0.614439,0.817600,0.837754,0.563748,0.847484,0.840246,0.884793,0.867896,0.828814,0.846390,0.640553,0.847926,0.847244,0.626728,0.805000,0.543779,0.557604,0.823349,0.613208,0.816393,0.797716,0.840246,0.615975,0.819672,0.797153,0.834101,0.822967,0.843318,0.827697,0.826087,0.804916,0.821813,0.836478,0.846390,0.824885,0.816000,0.818740,0.824953,0.803379,0.847926,0.612903,0.583717,0.821256,0.654378,0.837097,0.835637,0.816151,0.824593,0.800317,0.824885
AQR59123__KX133426.1,0.798271,0.802594,0.804481,0.798669,0.838879,0.802594,0.806916,0.805476,0.809798,0.817003,0.848674,0.847114,0.795069,0.823954,0.813397,0.806452,0.000000,0.845554,0.843994,0.854914,0.848674,0.831563,0.848674,0.843994,0.854914,0.853354,0.845378,0.821538,0.813644,0.826152,0.811728,0.799712,0.823263,0.891437,0.809595,0.820755,0.927673,0.851794,0.808357,0.832298,0.827103,0.795620,0.780980,0.795389,0.813988,0.820513,0.798469,0.792507,0.801153,0.851648,0.854914,0.845554,0.819885,0.812680,0.824590,0.805476,0.912333,0.830918,0.838811,0.828916,0.821239,0.843994,0.798271,0.820800,0.828346,0.808642,0.809449,0.832579,0.799712,0.800000,0.808096,0.815592,0.793948,0.830838,0.809595,0.801153,0.806548,0.806916,0.815562,0.799712,0.789625,0.837594,0.814121,0.805476,0.806400,0.850234,0.796830,0.822327,0.828313,0.886878,0.849170,0.849153,0.828035,0.805097,0.830793,0.847244,0.803598,0.816667,0.814121,0.804035,0.829971,0.812893,0.809836,0.804241,0.818851,0.806916,0.821311,0.804270,0.833837,0.821372,0.832606,0.816425,0.812709,0.031700,0.835329,0.812893,0.823620,0.809668,0.820800,0.824885,0.810056,0.824143,0.841874,0.810893,0.808357,0.816425,0.815562,0.859677,0.843750,0.804124,0.793852,0.572108,0.827124
AQS80393__KX981980.1,0.837754,0.851794,0.804481,0.846922,0.560420,0.847114,0.834633,0.834633,0.848674,0.848674,0.159126,0.187207,0.850234,0.858034,0.850080,0.842434,0.845554,0.000000,0.101404,0.190328,0.212168,0.800312,0.157566,0.152886,0.140406,0.146646,0.260504,0.848674,0.840266,0.803432,0.842434,0.834633,0.868955,0.895476,0.833073,0.844340,0.935535,0.159126,0.825273,0.812793,0.789392,0.704380,0.836193,0.833073,0.864275,0.836538,0.793367,0.843994,0.826833,0.128205,0.146646,0.107644,0.837754,0.864275,0.798361,0.833073,0.904836,0.822866,0.812207,0.778313,0.831858,0.249610,0.839314,0.812800,0.837795,0.842434,0.842520,0.859594,0.845554,0.843750,0.848674,0.848674,0.847114,0.858034,0.851794,0.839314,0.850234,0.848674,0.851794,0.831513,0.842434,0.798752,0.836193,0.833073,0.844800,0.138846,0.847114,0.856918,0.859594,0.897036,0.878315,0.091525,0.859594,0.842434,0.853354,0.352756,0.843994,0.840000,0.823713,0.839314,0.848674,0.834906,0.836066,0.838499,0.861154,0.836193,0.832787,0.832740,0.804992,0.846890,0.856474,0.842190,0.844482,0.847114,0.825273,0.844340,0.853354,0.853354,0.827200,0.854914,0.858473,0.850234,0.875195,0.837754,0.840874,0.837359,0.843994,0.138710,0.831513,0.833333,0.851718,0.833597,0.819033
AQS80381__KX981976.1,0.829953,0.848674,0.812627,0.853577,0.560420,0.847114,0.836193,0.831513,0.853354,0.850234,0.177847,0.191888,0.842434,0.859594,0.856459,0.842434,0.843994,0.101404,0.000000,0.190328,0.218409,0.811232,0.168487,0.135725,0.115445,0.135725,0.263866,0.853354,0.845258,0.803432,0.854914,0.836193,0.858034,0.906396,0.837754,0.855346,0.944969,0.149766,0.822153,0.814353,0.787832,0.718978,0.839314,0.843994,0.856474,0.844551,0.783163,0.836193,0.825273,0.128205,0.106084,0.143526,0.837754,0.872075,0.804918,0.839314,0.906396,0.832528,0.813772,0.787952,0.837168,0.258970,0.834633,0.809600,0.820472,0.837754,0.837795,0.862715,0.836193,0.839063,0.853354,0.843994,0.843994,0.854914,0.848674,0.834633,0.848674,0.839314,0.836193,0.834633,0.845554,0.808112,0.834633,0.831513,0.849600,0.149766,0.842434,0.856918,0.865835,0.898596,0.878315,0.118644,0.858034,0.833073,0.850234,0.351181,0.837754,0.830000,0.829953,0.843994,0.854914,0.836478,0.840984,0.840131,0.850234,0.834633,0.839344,0.832740,0.803432,0.854864,0.858034,0.847021,0.846154,0.842434,0.826833,0.852201,0.851794,0.856474,0.840000,0.858034,0.860335,0.845554,0.879875,0.837754,0.845554,0.848631,0.836193,0.164516,0.831513,0.835052,0.849910,0.841521,0.822153
AQS80297__KX981922.1,0.836193,0.840874,0.810591,0.855241,0.558669,0.845554,0.834633,0.836193,0.843994,0.843994,0.212168,0.104524,0.850234,0.848674,0.848485,0.839314,0.854914,0.190328,0.190328,0.000000,0.146646,0.814353,0.196568,0.199688,0.199688,0.190328,0.260504,0.862715,0.861897,0.820593,0.837754,0.834633,0.864275,0.898596,0.839314,0.861635,0.940252,0.193448,0.829953,0.812793,0.800312,0.711679,0.836193,0.834633,0.856474,0.828526,0.775510,0.837754,0.829953,0.206960,0.196568,0.204368,0.834633,0.870515,0.800000,0.840874,0.901716,0.814815,0.813772,0.778313,0.830088,0.269891,0.850234,0.827200,0.811024,0.836193,0.840945,0.862715,0.833073,0.832812,0.848674,0.843994,0.840874,0.856474,0.843994,0.836193,0.848674,0.847114,0.842434,0.839314,0.850234,0.817473,0.829953,0.839314,0.856000,0.201248,0.845554,0.871069,0.861154,0.893916,0.878315,0.206780,0.865835,0.842434,0.851794,0.349606,0.842434,0.846667,0.828393,0.845554,0.861154,0.839623,0.844262,0.840131,0.854914,0.843994,0.837705,0.834520,0.817473,0.856459,0.850234,0.832528,0.857860,0.854914,0.814353,0.853774,0.861154,0.850234,0.840000,0.859594,0.854749,0.858034,0.864275,0.845554,0.840874,0.837359,0.839314,0.245161,0.828393,0.841924,0.846293,0.846276,0.831513
AQS80292__KX981921.1,0.837754,0.843994,0.820774,0.861897,0.562172,0.854914,0.839314,0.834633,0.851794,0.853354,0.219969,0.107644,0.848674,0.853354,0.850080,0.840874,0.848674,0.212168,0.218409,0.146646,0.000000,0.812793,0.218409,0.219969,0.218409,0.213729,0.275630,0.856474,0.838602,0.814353,0.845554,0.837754,0.861154,0.900156,0.837754,0.850629,0.940252,0.219969,0.828393,0.820593,0.806552,0.737226,0.837754,0.840874,0.858034,0.847756,0.785714,0.843994,0.831513,0.228938,0.223089,0.237129,0.843994,0.873635,0.813115,0.833073,0.903276,0.814815,0.826291,0.797590,0.837168,0.277691,0.842434,0.830400,0.828346,0.833073,0.842520,0.868955,0.834633,0.834375,0.843994,0.850234,0.847114,0.851794,0.847114,0.839314,0.845554,0.840874,0.840874,0.831513,0.845554,0.822153,0.840874,0.839314,0.857600,0.213729,0.848674,0.861635,0.865835,0.900156,0.881435,0.227119,0.864275,0.843994,0.848674,0.368504,0.840874,0.840000,0.837754,0.845554,0.865835,0.839623,0.844262,0.845024,0.851794,0.842434,0.844262,0.846975,0.819033,0.853270,0.854914,0.845411,0.854515,0.851794,0.829953,0.849057,0.861154,0.859594,0.849600,0.859594,0.841713,0.843994,0.872075,0.845554,0.847114,0.850242,0.828393,0.262903,0.833073,0.840206,0.849910,0.844691,0.829953
AQN78781__KX685945.1,0.827011,0.813354,0.598778,0.833611,0.796848,0.823976,0.822458,0.820941,0.833080,0.833080,0.808112,0.808112,0.821263,0.843703,0.794258,0.838710,0.831563,0.800312,0.811232,0.814353,0.812793,0.000000,0.814353,0.817473,0.822153,0.817473,0.811765,0.835385,0.818636,0.239757,0.810185,0.819423,0.834598,0.900612,0.822458,0.836478,0.937107,0.819033,0.831563,0.470497,0.476636,0.386861,0.836115,0.816388,0.833080,0.802885,0.530612,0.848255,0.825493,0.829670,0.812793,0.804992,0.822458,0.833080,0.424590,0.836115,0.899848,0.426731,0.458529,0.445783,0.808850,0.819033,0.842185,0.598400,0.611024,0.839506,0.815748,0.836115,0.813354,0.812500,0.827011,0.820941,0.827011,0.836115,0.830046,0.845220,0.831563,0.837633,0.822458,0.827011,0.816388,0.427921,0.830046,0.840668,0.819200,0.817473,0.839150,0.839623,0.831563,0.878604,0.854325,0.806780,0.837633,0.822458,0.833841,0.806299,0.819423,0.806667,0.828528,0.822458,0.839150,0.823899,0.814754,0.799347,0.843703,0.842185,0.821311,0.811388,0.619120,0.791069,0.837633,0.806763,0.822742,0.825493,0.626707,0.831761,0.837423,0.827011,0.806400,0.838710,0.834264,0.833080,0.842185,0.848255,0.825493,0.800322,0.836115,0.817742,0.625190,0.821306,0.817360,0.812995,0.632777
ALT55209__KU295526.1,0.826833,0.834633,0.802444,0.851913,0.558669,0.833073,0.831513,0.831513,0.850234,0.847114,0.154446,0.201248,0.847114,0.862715,0.853270,0.836193,0.848674,0.157566,0.168487,0.196568,0.218409,0.814353,0.000000,0.141966,0.176287,0.154446,0.258824,0.859594,0.843594,0.817473,0.840874,0.836193,0.868955,0.897036,0.833073,0.850629,0.938679,0.124805,0.817473,0.822153,0.797192,0.711679,0.826833,0.831513,0.850234,0.841346,0.783163,0.842434,0.822153,0.179487,0.176287,0.170047,0.826833,0.865835,0.808197,0.839314,0.898596,0.822866,0.820031,0.790361,0.828319,0.263651,0.833073,0.820800,0.831496,0.837754,0.837795,0.864275,0.837754,0.835938,0.843994,0.839314,0.842434,0.865835,0.845554,0.837754,0.848674,0.843994,0.842434,0.834633,0.840874,0.811232,0.828393,0.825273,0.851200,0.179407,0.842434,0.860063,0.864275,0.900156,0.884555,0.176271,0.854914,0.837754,0.853354,0.349606,0.837754,0.833333,0.834633,0.837754,0.853354,0.830189,0.836066,0.835237,0.862715,0.831513,0.834426,0.836299,0.819033,0.848485,0.861154,0.848631,0.842809,0.848674,0.825273,0.852201,0.853354,0.851794,0.841600,0.864275,0.845438,0.837754,0.870515,0.831513,0.840874,0.845411,0.836193,0.219355,0.836193,0.841924,0.849910,0.838352,0.826833
ALT55208__KU295525.1,0.828393,0.861154,0.788187,0.850250,0.556918,0.848674,0.842434,0.842434,0.851794,0.847114,0.124805,0.202808,0.848674,0.862715,0.846890,0.842434,0.843994,0.152886,0.135725,0.199688,0.219969,0.817473,0.141966,0.000000,0.107644,0.129485,0.258824,0.861154,0.841930,0.817473,0.850234,0.843994,0.870515,0.904836,0.839314,0.850629,0.933962,0.126365,0.834633,0.811232,0.794072,0.722628,0.840874,0.840874,0.851794,0.836538,0.795918,0.843994,0.822153,0.130037,0.134165,0.160686,0.845554,0.873635,0.816393,0.845554,0.903276,0.824477,0.815336,0.783133,0.828319,0.257410,0.842434,0.824000,0.823622,0.842434,0.836220,0.861154,0.843994,0.846875,0.848674,0.842434,0.851794,0.856474,0.854914,0.845554,0.848674,0.842434,0.847114,0.839314,0.848674,0.812793,0.831513,0.847114,0.849600,0.131045,0.850234,0.860063,0.862715,0.893916,0.882995,0.155932,0.853354,0.837754,0.847114,0.355906,0.843994,0.820000,0.845554,0.847114,0.856474,0.838050,0.824590,0.825449,0.853354,0.850234,0.818033,0.829181,0.819033,0.850080,0.853354,0.842190,0.851171,0.850234,0.825273,0.853774,0.853354,0.856474,0.844800,0.862715,0.847300,0.842434,0.868955,0.850234,0.847114,0.843800,0.843994,0.203226,0.828393,0.823024,0.842676,0.833597,0.823713
ALT55206__KU295523.1,0.833073,0.843994,0.790224,0.855241,0.551664,0.845554,0.834633,0.833073,0.856474,0.853354,0.152886,0.198128,0.840874,0.859594,0.853270,0.839314,0.854914,0.140406,0.115445,0.199688,0.218409,0.822153,0.176287,0.107644,0.000000,0.121685,0.273950,0.854914,0.850250,0.812793,0.850234,0.836193,0.868955,0.901716,0.834633,0.850629,0.940252,0.154446,0.833073,0.817473,0.797192,0.722628,0.843994,0.840874,0.867395,0.841346,0.793367,0.839314,0.833073,0.115385,0.110764,0.170047,0.839314,0.868955,0.814754,0.836193,0.897036,0.834138,0.818466,0.795181,0.835398,0.271451,0.836193,0.828800,0.833071,0.842434,0.833071,0.858034,0.836193,0.835938,0.848674,0.842434,0.847114,0.864275,0.842434,0.839314,0.840874,0.840874,0.837754,0.833073,0.840874,0.817473,0.837754,0.840874,0.848000,0.115445,0.843994,0.864780,0.867395,0.898596,0.876755,0.150847,0.861154,0.829953,0.850234,0.357480,0.842434,0.833333,0.836193,0.836193,0.854914,0.831761,0.840984,0.838499,0.851794,0.848674,0.842623,0.838078,0.812793,0.854864,0.861154,0.847021,0.856187,0.854914,0.823713,0.856918,0.856474,0.858034,0.841600,0.853354,0.858473,0.848674,0.873635,0.847114,0.842434,0.848631,0.839314,0.195161,0.815913,0.829897,0.851718,0.836767,0.817473
ALT55196__KU295513.1,0.834633,0.840874,0.816701,0.848586,0.541156,0.836193,0.837754,0.833073,0.845554,0.847114,0.149766,0.198128,0.840874,0.850234,0.848485,0.840874,0.853354,0.146646,0.135725,0.190328,0.213729,0.817473,0.154446,0.129485,0.121685,0.000000,0.270588,0.854914,0.848586,0.806552,0.853354,0.836193,0.865835,0.907956,0.829953,0.855346,0.943396,0.138846,0.825273,0.814353,0.792512,0.733577,0.840874,0.839314,0.851794,0.842949,0.795918,0.836193,0.826833,0.124542,0.129485,0.165367,0.837754,0.858034,0.813115,0.840874,0.906396,0.838969,0.818466,0.800000,0.835398,0.255850,0.839314,0.806400,0.825197,0.840874,0.836220,0.861154,0.831513,0.831250,0.842434,0.828393,0.834633,0.851794,0.843994,0.836193,0.842434,0.833073,0.831513,0.836193,0.842434,0.808112,0.842434,0.834633,0.848000,0.149766,0.837754,0.864780,0.862715,0.895476,0.879875,0.157627,0.853354,0.829953,0.854914,0.349606,0.834633,0.845000,0.836193,0.839314,0.851794,0.842767,0.845902,0.835237,0.854914,0.843994,0.842623,0.841637,0.815913,0.851675,0.853354,0.848631,0.852843,0.848674,0.826833,0.858491,0.850234,0.853354,0.840000,0.856474,0.839851,0.845554,0.870515,0.839314,0.845554,0.848631,0.839314,0.204839,0.826833,0.835052,0.840868,0.835182,0.817473
YP_009315908__KT878839,0.835294,0.847059,0.804481,0.853782,0.549912,0.823529,0.818487,0.821849,0.835294,0.840336,0.263866,0.255462,0.842017,0.858824,0.850420,0.830252,0.845378,0.260504,0.263866,0.260504,0.275630,0.811765,0.258824,0.258824,0.273950,0.270588,0.000000,0.850420,0.853782,0.808403,0.845378,0.825210,0.860504,0.905882,0.833613,0.847059,0.937815,0.255462,0.828571,0.798319,0.813445,0.729927,0.828571,0.830252,0.850420,0.843697,0.803571,0.833613,0.816807,0.260073,0.280672,0.273950,0.838655,0.845378,0.806723,0.833613,0.902521,0.830252,0.808403,0.802410,0.840708,0.257143,0.828571,0.791597,0.825210,0.833613,0.821849,0.862185,0.833613,0.828571,0.840336,0.840336,0.838655,0.850420,0.847059,0.835294,0.843697,0.836975,0.848739,0.826891,0.842017,0.810084,0.816807,0.830252,0.853782,0.265546,0.833613,0.860504,0.848739,0.892437,0.882353,0.247458,0.860504,0.826891,0.852101,0.361345,0.836975,0.835294,0.836975,0.831933,0.857143,0.818487,0.845378,0.843697,0.848739,0.835294,0.842017,0.836299,0.811765,0.848739,0.858824,0.845378,0.863866,0.843697,0.816807,0.848739,0.855462,0.845378,0.840336,0.867227,0.858473,0.842017,0.865546,0.833613,0.836975,0.845378,0.835294,0.258824,0.823529,0.847079,0.844485,0.836975,0.821849
YP_009315886__KT878837,0.830769,0.832308,0.798371,0.835275,0.849387,0.827692,0.836923,0.835385,0.827692,0.823077,0.856474,0.853354,0.845917,0.790769,0.768740,0.855385,0.821538,0.848674,0.853354,0.862715,0.856474,0.835385,0.859594,0.861154,0.854914,0.854914,0.850420,0.000000,0.772047,0.824615,0.763889,0.840000,0.764615,0.873846,0.843077,0.421384,0.652516,0.859594,0.829231,0.829193,0.838006,0.784672,0.830769,0.843077,0.795385,0.751603,0.785714,0.826154,0.841538,0.855311,0.854914,0.856474,0.818462,0.829231,0.832787,0.843077,0.883077,0.822866,0.840376,0.828916,0.755752,0.851794,0.830769,0.830400,0.844094,0.853395,0.845669,0.458462,0.824615,0.831250,0.861538,0.849231,0.830769,0.798462,0.855385,0.820000,0.847692,0.835385,0.846154,0.826154,0.836923,0.838462,0.841538,0.833846,0.753600,0.859594,0.829231,0.411950,0.470769,0.606154,0.552308,0.855932,0.567692,0.840000,0.309231,0.855118,0.843077,0.748333,0.832308,0.824615,0.756923,0.838050,0.757377,0.755302,0.703077,0.836923,0.760656,0.765125,0.835385,0.770335,0.803077,0.752013,0.774247,0.820000,0.849231,0.361635,0.320000,0.769231,0.752000,0.767692,0.767225,0.795385,0.803077,0.838462,0.829231,0.748792,0.827692,0.861290,0.840000,0.743986,0.792043,0.825674,0.844615
