AAR11281__AY355306.1	AY355306.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AY355306.1	Penstyldensovirus	Penstyldensovirus	AY355306.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AAR11281	http://www.ncbi.nlm.nih.gov/nuccore/AY355306.1	https://www.ncbi.nlm.nih.gov/protein/AAR11281,AAR11288
YP_008766862__KC991097	KC991097_Solenopsis invicta densovirus	1414671	Solenopsis invicta densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;unclassified Densovirus	KC991097	Ambidensovirus	unclassified Densovirus	KC991097_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;unclassified Densovirus	YP_008766862	http://www.ncbi.nlm.nih.gov/nuccore/KC991097	https://www.ncbi.nlm.nih.gov/protein/YP_008766862,AGZ03694
ALS03989__KT316250.1	KT316250.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KT316250.1	Penstyldensovirus	Penstyldensovirus	KT316250.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	ALS03989	http://www.ncbi.nlm.nih.gov/nuccore/KT316250.1	https://www.ncbi.nlm.nih.gov/protein/ALS03989,AIY51524
P05840__	_Bombyx mori densovirus	10809	Bombyx mori densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Iteradensovirus;Lepidopteran iteradensovirus 1		Iteradensovirus	Lepidopteran iteradensovirus 1	_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Iteradensovirus;Lepidopteran iteradensovirus 1	P05840	http://www.ncbi.nlm.nih.gov/nuccore/	https://www.ncbi.nlm.nih.gov/protein/P05840,AAA67696
	https://www.ncbi.nlm.nih.gov/protein/NP_874376	AAN41665	AAN41665
AAR11285__AY355307.1	AY355307.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AY355307.1	Penstyldensovirus	Penstyldensovirus	AY355307.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AAR11285	http://www.ncbi.nlm.nih.gov/nuccore/AY355307.1	https://www.ncbi.nlm.nih.gov/protein/AAR11285
AJI02597__KM975734.1	KM975734.1_Mosquito densovirus HB-3	1607696	Mosquito densovirus HB-3	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;unclassified Brevidensovirus	KM975734.1	Brevidensovirus	unclassified Brevidensovirus	KM975734.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;unclassified Brevidensovirus	AJI02597	http://www.ncbi.nlm.nih.gov/nuccore/KM975734.1	https://www.ncbi.nlm.nih.gov/protein/AJI02597
AIJ28503__KJ830753.1	KJ830753.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KJ830753.1	Penstyldensovirus	Penstyldensovirus	KJ830753.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AIJ28503	http://www.ncbi.nlm.nih.gov/nuccore/KJ830753.1	https://www.ncbi.nlm.nih.gov/protein/AIJ28503
ALE60540__KP733858.1	KP733858.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KP733858.1	Penstyldensovirus	Penstyldensovirus	KP733858.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	ALE60540	http://www.ncbi.nlm.nih.gov/nuccore/KP733858.1	https://www.ncbi.nlm.nih.gov/protein/ALE60540
AIQ82699__KM052275.1	KM052275.1_uncultured virus	340016	uncultured virus	Viruses;environmental samples	KM052275.1		environmental samples	KM052275.1_Viruses;environmental samples	AIQ82699	http://www.ncbi.nlm.nih.gov/nuccore/KM052275.1	https://www.ncbi.nlm.nih.gov/protein/AIQ82699
ALE60543__KP733859.1	KP733859.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KP733859.1	Penstyldensovirus	Penstyldensovirus	KP733859.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	ALE60543	http://www.ncbi.nlm.nih.gov/nuccore/KP733859.1	https://www.ncbi.nlm.nih.gov/protein/ALE60543
AAT35223__AY605055.1	AY605055.1_Haemagogus equinus densovirus	279154	Haemagogus equinus densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;Dipteran brevidensovirus 2	AY605055.1	Brevidensovirus	Dipteran brevidensovirus 2	AY605055.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;Dipteran brevidensovirus 2	AAT35223	http://www.ncbi.nlm.nih.gov/nuccore/AY605055.1	https://www.ncbi.nlm.nih.gov/protein/AAT35223
ALK24438__KR492912.1	KR492912.1_Penaeus chinensis hepandensovirus	1513205	Penaeus chinensis hepandensovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Hepandensovirus;Decapod hepandensovirus 1	KR492912.1	Hepandensovirus	Decapod hepandensovirus 1	KR492912.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Hepandensovirus;Decapod hepandensovirus 1	ALK24438	http://www.ncbi.nlm.nih.gov/nuccore/KR492912.1	https://www.ncbi.nlm.nih.gov/protein/ALK24438,ABY60414
ALE60546__KP733860.1	KP733860.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KP733860.1	Penstyldensovirus	Penstyldensovirus	KP733860.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	ALE60546	http://www.ncbi.nlm.nih.gov/nuccore/KP733860.1	https://www.ncbi.nlm.nih.gov/protein/ALE60546
ALE60548__KP733861.1	KP733861.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KP733861.1	Penstyldensovirus	Penstyldensovirus	KP733861.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	ALE60548	http://www.ncbi.nlm.nih.gov/nuccore/KP733861.1	https://www.ncbi.nlm.nih.gov/protein/ALE60548
NP_958099__AY461507	AY461507_Mythimna loreyi densovirus	185636	Mythimna loreyi densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;Lepidopteran ambidensovirus 1;Junonia coenia densovirus	AY461507	Ambidensovirus	Junonia coenia densovirus	AY461507_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;Lepidopteran ambidensovirus 1;Junonia coenia densovirus	NP_958099	http://www.ncbi.nlm.nih.gov/nuccore/AY461507	https://www.ncbi.nlm.nih.gov/protein/NP_958099,AAR30037
AKE98354__KM272863.1	KM272863.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KM272863.1	Penstyldensovirus	Penstyldensovirus	KM272863.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AKE98354	http://www.ncbi.nlm.nih.gov/nuccore/KM272863.1	https://www.ncbi.nlm.nih.gov/protein/AKE98354
ANN89695__KU373072.1	KU373072.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	KU373072.1	Penstyldensovirus	Penstyldensovirus	KU373072.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	ANN89695	http://www.ncbi.nlm.nih.gov/nuccore/KU373072.1	https://www.ncbi.nlm.nih.gov/protein/ANN89695
AFH02761__JN857346.1	JN857346.1_Densovirus SC116	1169626	Densovirus SC116	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;unclassified Densovirus	JN857346.1	Ambidensovirus	unclassified Densovirus	JN857346.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;unclassified Densovirus	AFH02761	http://www.ncbi.nlm.nih.gov/nuccore/JN857346.1	https://www.ncbi.nlm.nih.gov/protein/AFH02761
ABU95011__EF579771.1	EF579771.1_Culex pipiens pallens densovirus	465914	Culex pipiens pallens densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;Dipteran brevidensovirus 1;Aedes albopictus densovirus	EF579771.1	Brevidensovirus	Aedes albopictus densovirus	EF579771.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;Dipteran brevidensovirus 1;Aedes albopictus densovirus	ABU95011	http://www.ncbi.nlm.nih.gov/nuccore/EF579771.1	https://www.ncbi.nlm.nih.gov/protein/ABU95011,ABU95008,ABU95005,ABU95002,ABU94999,ABU94993,ABU94981,ABU94975,ABU94972,ABU94969,ALF05517,ALF05515,ALF05513
ALL74042__KT239104.1	KT239104.1_Myzus persicae nicotianae densovirus	1742422	Myzus persicae nicotianae densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;unclassified Densovirinae;Myzus persicae densovirus	KT239104.1	unclassified Densovirinae	Myzus persicae densovirus	KT239104.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;unclassified Densovirinae;Myzus persicae densovirus	ALL74042	http://www.ncbi.nlm.nih.gov/nuccore/KT239104.1	https://www.ncbi.nlm.nih.gov/protein/ALL74042
YP_009310053__KU727766	KU727766_Parus major densovirus	1907771	Parus major densovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;unclassified Densovirinae	KU727766	unclassified Densovirinae	unclassified Densovirinae	KU727766_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;unclassified Densovirinae	YP_009310053	http://www.ncbi.nlm.nih.gov/nuccore/KU727766	https://www.ncbi.nlm.nih.gov/protein/YP_009310053,AOW41921
AAM93906__AY124937.1	AY124937.1_Penaeus monodon penstyldensovirus 2	1513227	Penaeus monodon penstyldensovirus 2	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus;Decapod penstyldensovirus 1	AY124937.1	Penstyldensovirus	Decapod penstyldensovirus 1	AY124937.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus;Decapod penstyldensovirus 1	AAM93906	http://www.ncbi.nlm.nih.gov/nuccore/AY124937.1	https://www.ncbi.nlm.nih.gov/protein/AAM93906
AAR15379__AY362547.1	AY362547.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AY362547.1	Penstyldensovirus	Penstyldensovirus	AY362547.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AAR15379	http://www.ncbi.nlm.nih.gov/nuccore/AY362547.1	https://www.ncbi.nlm.nih.gov/protein/AAR15379
Q90185__	_Aedes albopictus densovirus Boublik/1994	648330	Aedes albopictus densovirus Boublik/1994	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;Dipteran brevidensovirus 1;Aedes albopictus densovirus		Brevidensovirus	Aedes albopictus densovirus	_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Brevidensovirus;Dipteran brevidensovirus 1;Aedes albopictus densovirus	Q90185	http://www.ncbi.nlm.nih.gov/nuccore/	https://www.ncbi.nlm.nih.gov/protein/Q90185,NP_694827,CAA52899,Q90185
YP_008658568__KF275669	KF275669_Acheta domesticus mini ambidensovirus	1404345	Acheta domesticus mini ambidensovirus	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;unclassified Densovirinae	KF275669	unclassified Densovirinae	unclassified Densovirinae	KF275669_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;unclassified Densovirinae	YP_008658568	http://www.ncbi.nlm.nih.gov/nuccore/KF275669	https://www.ncbi.nlm.nih.gov/protein/YP_008658568,AGW50716,YP_008658568
AFA36168__JN616415.1	JN616415.1_Decapod penstyldensovirus 1	1513224	Decapod penstyldensovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	JN616415.1	Penstyldensovirus	Penstyldensovirus	JN616415.1_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Penstyldensovirus	AFA36168	http://www.ncbi.nlm.nih.gov/nuccore/JN616415.1	https://www.ncbi.nlm.nih.gov/protein/AFA36168
NP_874381__AY189948	AY189948_Blattella germanica densovirus 1	220638	Blattella germanica densovirus 1	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;Blattodean ambidensovirus 2	AY189948	Ambidensovirus	Blattodean ambidensovirus 2	AY189948_Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Ambidensovirus;Blattodean ambidensovirus 2	NP_874381	http://www.ncbi.nlm.nih.gov/nuccore/AY189948	https://www.ncbi.nlm.nih.gov/protein/NP_874381,AAO38887,NP_874381
