AccessionNumber,ClusterSize,Length,ClusterRepresentative
AGO32215,1,576,AGO32215
AGO32210,1,576,AGO32210
AGO32205,4,576,AGO32205
AGO32200,4,576,AGO32205
AGO32195,4,576,AGO32205
AGO32185,4,576,AGO32205
AGO32190,1,576,AGO32190
AQN78650,1,574,AQN78650
NP_694843,4,568,NP_694843
ARV85883,4,568,NP_694843
AAK54462,4,568,NP_694843
ANG55949,2,568,ANG55949
ANG55951,2,345,ANG55949
AQN78648,1,567,AQN78648
YP_009507340,3,565,AIQ82699
AIQ82699,3,565,AIQ82699
ARV85886,1,565,ARV85886
ARI46481,1,558,ARI46481
YP_007003823,3,554,YP_007003823
AFV91527,3,554,YP_007003823
YP_008766862,2,552,YP_008766862
AGZ03694,2,552,YP_008766862
YP_002887625,3,548,YP_002887625
ACQ76570,3,548,YP_002887625
Q90054,4,545,Q90054
NP_694824,4,545,Q90054
AGO32180,4,545,Q90054
AAB23699,4,545,Q90054
O71153,3,545,O71153
NP_046813,3,545,O71153
AAC17999,3,545,O71153
NP_958099,2,545,NP_958099
AAR30037,2,545,NP_958099
AFK91980,2,545,AFK91980
NP_899650,1,544,NP_899650
QBO56618,1,543,QBO56618
NP_051020,4,538,NP_051020
AAF04297,4,538,NP_051020
BAA82961,4,538,NP_051020
YP_009310053,2,533,YP_009310053
AOW41921,2,533,YP_009310053
AFC75858,2,533,AFC75858
NP_874381,3,530,NP_874381
AAO38887,3,530,NP_874381
AIY34702,2,525,AIY34702
AIY34700,2,525,AIY34702
YP_008658568,3,495,YP_008658568
AGW50716,3,495,YP_008658568
ASM93489,1,475,ASM93489
AJD76763,1,467,AJD76763
AWV66983,1,458,AWV66983
P05840,2,455,P05840
AAA67696,2,430,P05840
QAY29280,1,435,QAY29280
AND61496,1,432,AND61496
AFA36168,1,429,AFA36168
AXQ04855,1,427,AXQ04855
AFH02761,1,344,AFH02761
AWV66980,1,321,AWV66980
