AccessionNumber,ClusterSize,Length,ClusterRepresentative
BAH22687,202,639,AFR53039
BAH22683,202,639,AFR53039
BAH22679,202,639,AFR53039
BAH22675,202,639,AFR53039
BAH22671,202,639,AFR53039
BAH22667,202,639,AFR53039
BAH22663,202,639,AFR53039
BAH22659,202,639,AFR53039
BAH22655,202,639,AFR53039
BAH22651,202,639,AFR53039
BAH22647,202,639,AFR53039
BAH22643,202,639,AFR53039
AOL02442,202,639,AFR53039
AOL02438,202,639,AFR53039
ABK32023,202,639,AFR53039
AJC68707,202,639,AFR53039
AKP16746,202,639,AFR53039
AKP16742,202,639,AFR53039
AKP16738,202,639,AFR53039
AKP16734,202,639,AFR53039
AKP16730,202,639,AFR53039
AKP16726,202,639,AFR53039
AKP16722,202,639,AFR53039
AKP16718,202,639,AFR53039
AKP16714,202,639,AFR53039
AKP16710,202,639,AFR53039
AKP16706,202,639,AFR53039
AKP16702,202,639,AFR53039
AKP16698,202,639,AFR53039
AKP16694,202,639,AFR53039
AKP16690,202,639,AFR53039
AJD85757,202,639,AFR53039
AIZ00498,202,639,AFR53039
AIZ00494,202,639,AFR53039
AIZ00490,202,639,AFR53039
AIZ00486,202,639,AFR53039
AIL23578,202,639,AFR53039
AIL23574,202,639,AFR53039
AID68255,202,639,AFR53039
AID68251,202,639,AFR53039
AID68247,202,639,AFR53039
AID68243,202,639,AFR53039
AID68237,202,639,AFR53039
AID68233,202,639,AFR53039
AID68230,202,639,AFR53039
AID68228,202,639,AFR53039
AID68224,202,639,AFR53039
AID68220,202,639,AFR53039
AID68218,202,639,AFR53039
AID68214,202,639,AFR53039
AID68210,202,639,AFR53039
ACN29631,202,639,AFR53039
AIC76457,202,639,AFR53039
AGL10839,202,639,AFR53039
AEY75576,202,639,AFR53039
AEY75572,202,639,AFR53039
AEY75568,202,639,AFR53039
AEY75564,202,639,AFR53039
AEY75560,202,639,AFR53039
AEY75556,202,639,AFR53039
AEY75552,202,639,AFR53039
AEY75548,202,639,AFR53039
AEY75544,202,639,AFR53039
AFU35709,202,639,AFR53039
AFU35708,202,639,AFR53039
AFU35704,202,639,AFR53039
AFU35700,202,639,AFR53039
AFU35696,202,639,AFR53039
AFU35692,202,639,AFR53039
AFU35688,202,639,AFR53039
AFU35684,202,639,AFR53039
AFU35680,202,639,AFR53039
AFU35676,202,639,AFR53039
AFU35672,202,639,AFR53039
AFU35668,202,639,AFR53039
AFU35664,202,639,AFR53039
AFU35660,202,639,AFR53039
AFU35656,202,639,AFR53039
AFU35652,202,639,AFR53039
AFU35648,202,639,AFR53039
AFU35644,202,639,AFR53039
AFU35640,202,639,AFR53039
AFU35636,202,639,AFR53039
AFU35632,202,639,AFR53039
AFU35628,202,639,AFR53039
AFU35624,202,639,AFR53039
AFU35620,202,639,AFR53039
AFU35616,202,639,AFR53039
AFU35612,202,639,AFR53039
AFU35608,202,639,AFR53039
AFU35604,202,639,AFR53039
AFU35600,202,639,AFR53039
AGC92294,202,639,AFR53039
AFY23246,202,639,AFR53039
AFY23242,202,639,AFR53039
AFY23238,202,639,AFR53039
AEW07384,202,639,AFR53039
AEW07380,202,639,AFR53039
AFR53040,202,639,AFR53039
AFC37603,202,639,AFR53039
YP_338086,202,639,AFR53039
AEX15205,202,639,AFR53039
AEX15201,202,639,AFR53039
AEX15197,202,639,AFR53039
AEX15193,202,639,AFR53039
AEX15189,202,639,AFR53039
AEX15185,202,639,AFR53039
AEX15181,202,639,AFR53039
BAL42426,202,639,AFR53039
AER93229,202,639,AFR53039
AER93225,202,639,AFR53039
AER93221,202,639,AFR53039
ACP39931,202,639,AFR53039
ACP39927,202,639,AFR53039
AEO12103,202,639,AFR53039
ACV20861,202,639,AFR53039
ACV20857,202,639,AFR53039
AEA41859,202,639,AFR53039
AEA41855,202,639,AFR53039
AEA41851,202,639,AFR53039
AEA41847,202,639,AFR53039
ADV58353,202,639,AFR53039
ACS74764,202,639,AFR53039
ACX50493,202,639,AFR53039
ACL50976,202,639,AFR53039
ABN46902,202,639,AFR53039
ABN46898,202,639,AFR53039
ABN46894,202,639,AFR53039
ADB93927,202,639,AFR53039
ACH90139,202,639,AFR53039
ACY82519,202,639,AFR53039
ABR26352,202,639,AFR53039
ABR26348,202,639,AFR53039
ABR26344,202,639,AFR53039
ABR26340,202,639,AFR53039
ABR26336,202,639,AFR53039
ABR26332,202,639,AFR53039
ABR26328,202,639,AFR53039
ABR26324,202,639,AFR53039
ABR26320,202,639,AFR53039
ABR26316,202,639,AFR53039
ABR26312,202,639,AFR53039
ABR26308,202,639,AFR53039
ABR26304,202,639,AFR53039
ABR26300,202,639,AFR53039
ABR26296,202,639,AFR53039
ABR26292,202,639,AFR53039
ABR26288,202,639,AFR53039
ABR26284,202,639,AFR53039
ABR26280,202,639,AFR53039
ABR26276,202,639,AFR53039
ABR26272,202,639,AFR53039
ABR26268,202,639,AFR53039
ABR26264,202,639,AFR53039
ABR26260,202,639,AFR53039
ACX47175,202,639,AFR53039
ACX47171,202,639,AFR53039
ACX47167,202,639,AFR53039
AAY45700,202,639,AFR53039
AAY45696,202,639,AFR53039
ABK32027,202,639,AFR53039
ACG75868,202,639,AFR53039
ACG75860,202,639,AFR53039
ACG75856,202,639,AFR53039
ACG75852,202,639,AFR53039
ACG75848,202,639,AFR53039
ACG75844,202,639,AFR53039
ACG75840,202,639,AFR53039
ACG75836,202,639,AFR53039
ACG75832,202,639,AFR53039
ACG75828,202,639,AFR53039
ACG75824,202,639,AFR53039
ACG75820,202,639,AFR53039
ACG75816,202,639,AFR53039
ACG75812,202,639,AFR53039
BAH56354,202,639,AFR53039
BAH56358,202,639,AFR53039
BAH56362,202,639,AFR53039
BAH56366,202,639,AFR53039
BAH56370,202,639,AFR53039
BAH56374,202,639,AFR53039
BAH56378,202,639,AFR53039
ACM17825,202,639,AFR53039
ABX57867,202,639,AFR53039
ABX57863,202,639,AFR53039
ABQ57490,202,639,AFR53039
ABO32638,202,639,AFR53039
ABE73066,202,639,AFR53039
ABG77282,202,639,AFR53039
ABC67800,202,639,AFR53039
ASS83768,202,605,AFR53039
ACR15784,16,780,ACH81927
ACR15789,16,776,ACH81927
AJD85765,16,661,ACH81927
AJC01335,16,661,ACH81927
ADJ37021,16,661,ACH81927
YP_002808454,16,661,ACH81927
AEK66110,16,661,ACH81927
ADD39265,16,661,ACH81927
ACR15783,16,661,ACH81927
ADH44723,16,661,ACH81927
ADH44719,16,661,ACH81927
ACR43452,16,661,ACH81927
ACH81927,16,661,ACH81927
ACR15788,16,657,ACH81927
ALS31341,16,646,ACH81927
AGF85783,2,778,AGF85783
ACR15774,38,777,ACJ38931
ACR15763,38,777,ACJ38931
ACR15768,38,777,ACJ38931
ARQ18931,38,776,ACJ38931
ARQ18926,38,776,ACJ38931
ASU91617,38,640,ACJ38931
ARS03591,38,640,ACJ38931
ARQ18927,38,640,ACJ38931
ARQ18922,38,640,ACJ38931
YP_002586773,38,640,ACJ38931
AJE63441,38,640,ACJ38931
AJE63437,38,640,ACJ38931
AJD85769,38,640,ACJ38931
AJD85761,38,640,ACJ38931
YP_002916060,38,640,ACJ38931
ACR15778,38,640,ACJ38931
ACR15773,38,640,ACJ38931
ACR15767,38,640,ACJ38931
ACJ38931,38,640,ACJ38931
AGI99539,38,640,ACJ38931
AGC92302,38,640,ACJ38931
AGC92298,38,640,ACJ38931
AFW98866,38,640,ACJ38931
ACP39935,38,640,ACJ38931
ADB77897,38,640,ACJ38931
ADB77893,38,640,ACJ38931
ADD39261,38,640,ACJ38931
ADD39257,38,640,ACJ38931
ADD39253,38,640,ACJ38931
ACR15772,38,640,ACJ38931
ACS74733,38,640,ACJ38931
ACR43448,38,640,ACJ38931
ABW79861,38,640,ACJ38931
ABW79865,38,640,ACJ38931
ACJ38939,38,640,ACJ38931
ACJ38935,38,640,ACJ38931
ALR87696,11,776,ACL31580
ASM93492,11,774,ACL31580
BAJ12129,11,774,ACL31580
BAJ12125,11,774,ACL31580
BAJ12121,11,774,ACL31580
ADA57645,11,774,ACL31580
ACL31580,11,774,ACL31580
NP_758521,11,716,ACL31580
AAM15964,11,716,ACL31580
BAD72954,11,716,ACL31580
YP_002916059,2,776,YP_002916059
ACR15779,2,776,YP_002916059
AKG54800,12,764,AKG54800
AKG54794,12,764,AKG54800
AKG54787,12,764,AKG54800
AKG54782,12,764,AKG54800
AKG54777,12,764,AKG54800
AKG54771,12,764,AKG54800
AKG54765,12,764,AKG54800
AKG54760,12,764,AKG54800
AFH96903,12,764,AKG54800
AFH96897,12,764,AKG54800
AFH96891,12,764,AKG54800
AFH96885,12,764,AKG54800
YP_009227290,14,758,YP_009227290
AMB21285,14,758,YP_009227290
AMB21280,14,758,YP_009227290
AMB21275,14,758,YP_009227290
AMB21270,14,758,YP_009227290
AMB21265,14,758,YP_009227290
AMB21260,14,758,YP_009227290
YP_009227291,14,644,YP_009227290
AMB21284,14,644,YP_009227290
AMB21279,14,644,YP_009227290
AMB21274,14,644,YP_009227290
AMB21269,14,644,YP_009227290
AMB21264,14,644,YP_009227290
AMB21259,14,644,YP_009227290
AGL09956,1,741,AGL09956
YP_009315890,11,737,YP_009315890
AOX47687,11,737,YP_009315890
AOX47682,11,737,YP_009315890
AOX47677,11,737,YP_009315890
AOX47672,11,737,YP_009315890
AOX47667,11,737,YP_009315890
AOX47662,11,737,YP_009315890
AOX47657,11,737,YP_009315890
AOX47652,11,737,YP_009315890
AOX47647,11,737,YP_009315890
AOX47642,11,737,YP_009315890
NP_041242,41,721,CAA25689
AAA67108,41,721,CAA25689
AAA69566,41,721,CAA25689
CAA24309,41,721,CAA25689
P03134,41,672,CAA25689
P03133,41,672,CAA25689
P07300,41,672,CAA25689
NP_041243,41,672,CAA25689
AAM93279,41,672,CAA25689
AAM93277,41,672,CAA25689
AAM93275,41,672,CAA25689
AJM71461,41,672,CAA25689
AGI62170,41,672,CAA25689
AGG38823,41,672,CAA25689
AFR44453,41,672,CAA25689
AAA61405,41,672,CAA25689
AAV33436,41,672,CAA25689
AAB38326,41,672,CAA25689
AAM93272,41,672,CAA25689
AAA67109,41,672,CAA25689
AAA69567,41,672,CAA25689
BAE53504,41,672,CAA25689
ACJ63477,41,672,CAA25689
ACJ63471,41,672,CAA25689
ACJ63465,41,672,CAA25689
ABK20160,41,672,CAA25689
ABI74614,41,672,CAA25689
ABB01365,41,672,CAA25689
ABB01359,41,672,CAA25689
ABB01353,41,672,CAA25689
CAA25689,41,672,CAA25689
CAC39997,41,672,CAA25689
CAC39995,41,672,CAA25689
CAC39993,41,672,CAA25689
CAC39991,41,672,CAA25689
CAC39989,41,672,CAA25689
P36311,41,668,CAA25689
AAC40695,41,665,CAA25689
AIF74209,41,613,CAA25689
AAK27438,41,397,CAA25689
AFK85003,1,720,AFK85003
YP_009215301,2,718,YP_009215301
ALT04901,2,718,YP_009215301
AGS15039,3,718,AGS15039
AEY68757,3,667,AGS15039
AHK27143,3,390,AGS15039
AAB82733,3,711,ACT09660
ACT09660,3,711,ACT09660
AIY27465,19,704,ADI60252
AGS15089,19,704,ADI60252
AGS15065,19,704,ADI60252
AGS15061,19,704,ADI60252
AOZ60498,19,703,ADI60252
AOZ60496,19,703,ADI60252
ANF16415,19,703,ADI60252
YP_009046822,19,703,ADI60252
ADI60256,19,703,ADI60252
ADI60252,19,703,ADI60252
AIH14829,19,703,ADI60252
AEI99170,19,703,ADI60252
AHK27008,19,703,ADI60252
AGS15073,19,702,ADI60252
AGS15045,19,637,ADI60252
AGS15042,19,637,ADI60252
AHK27005,19,600,ADI60252
AGS15049,19,576,ADI60252
AGS15081,1,703,AGS15081
ASC49334,8,701,ASC49334
ASC49282,8,701,ASC49334
YP_009389292,8,697,ASC49334
ASC49330,8,697,ASC49334
ASC49310,8,697,ASC49334
ASC49306,8,697,ASC49334
ASC49298,8,697,ASC49334
ASC49290,8,697,ASC49334
AQR59067,33,695,ADD22705
AQR59063,33,695,ADD22705
AQR59059,33,695,ADD22705
AQR59090,33,694,ADD22705
AQR59115,33,694,ADD22705
AQR59111,33,694,ADD22705
AQR59107,33,694,ADD22705
AQR59103,33,694,ADD22705
AQR59096,33,694,ADD22705
AQR59092,33,694,ADD22705
AQR59086,33,694,ADD22705
AQR59082,33,694,ADD22705
AQR59078,33,694,ADD22705
AQR59074,33,694,ADD22705
APT42879,33,694,ADD22705
APR73487,33,694,ADD22705
AMZ04136,33,694,ADD22705
AIW53325,33,694,ADD22705
AJB28744,33,694,ADD22705
AKA44565,33,694,ADD22705
AKA44553,33,694,ADD22705
AKA44549,33,694,ADD22705
AKA44545,33,694,ADD22705
YP_009046818,33,694,ADD22705
ACA28962,33,694,ADD22705
ADD22713,33,694,ADD22705
ADD22705,33,694,ADD22705
ACA28961,33,694,ADD22705
AKA44573,33,627,ADD22705
AKA44569,33,627,ADD22705
AKA44561,33,627,ADD22705
AKA44557,33,627,ADD22705
AQR59123,7,694,AQR59123
AQR59100,7,694,AQR59123
AQR59125,7,694,AQR59123
AQR59119,7,694,AQR59123
AIW53329,7,694,AQR59123
AJB28748,7,694,AQR59123
AJB28740,7,687,AQR59123
APC23164,1,693,APC23164
YP_005090504,3,692,AEX38011
AEX38011,3,692,AEX38011
AAA74973,2,687,AAA74973
AAF61212,2,683,AAF61212
ADF32027,19,679,ADF32027
YP_009389278,19,661,ADF32027
AOZ16746,19,661,ADF32027
APR64506,19,661,ADF32027
APR64504,19,661,ADF32027
AOT82269,19,661,ADF32027
YP_009112878,19,661,ADF32027
AIZ07779,19,661,ADF32027
AKR53678,19,661,ADF32027
BAP28820,19,661,ADF32027
AGO88184,19,661,ADF32027
AGO88183,19,661,ADF32027
AGO88182,19,661,ADF32027
AFQ55394,19,661,ADF32027
AFQ55392,19,661,ADF32027
ADF32029,19,661,ADF32027
ADF32025,19,661,ADF32027
BAB87765,19,661,ADF32027
ADF32027,19,661,ADF32027
BAS32608,17,673,BAS32608
BAS32605,17,673,BAS32608
BAS32602,17,673,BAS32608
BAS32599,17,673,BAS32608
BAS32595,17,673,BAS32608
YP_009058894,17,673,BAS32608
BAO56910,17,673,BAS32608
BAO56906,17,673,BAS32608
BAO56902,17,673,BAS32608
AFN44276,17,673,BAS32608
BAS32598,17,672,BAS32608
AIU47672,17,672,BAS32608
AFN44273,17,671,BAS32608
AFN44270,17,671,BAS32608
AFN44267,17,671,BAS32608
AIU47675,17,666,BAS32608
AIA23800,17,354,BAS32608
AIW53333,1,673,AIW53333
AAF61213,2,672,AAF61213
AGS15077,1,672,AGS15077
ASU04383,227,671,AAL55416
P07298,227,671,AAL55416
Q9PZT1,227,671,AAL55416
AKQ44381,227,671,AAL55416
ALQ33059,227,671,AAL55416
ALF95957,227,671,AAL55416
ALF95952,227,671,AAL55416
ALF95946,227,671,AAL55416
ALF95940,227,671,AAL55416
ALF95934,227,671,AAL55416
YP_004928144,227,671,AAL55416
AIK97779,227,671,AAL55416
AIK97774,227,671,AAL55416
AIS74866,227,671,AAL55416
AIS74861,227,671,AAL55416
AIS74856,227,671,AAL55416
AIS74851,227,671,AAL55416
AIS74846,227,671,AAL55416
AIS74841,227,671,AAL55416
AIS74836,227,671,AAL55416
AII82174,227,671,AAL55416
AII82171,227,671,AAL55416
AAX83876,227,671,AAL55416
AGT28237,227,671,AAL55416
AGT28232,227,671,AAL55416
AGT28227,227,671,AAL55416
AGT28222,227,671,AAL55416
AGT28214,227,671,AAL55416
AGT28209,227,671,AAL55416
AGT28204,227,671,AAL55416
AGT28183,227,671,AAL55416
AGT28176,227,671,AAL55416
AGT28168,227,671,AAL55416
AGT28163,227,671,AAL55416
AGT28158,227,671,AAL55416
AGT28153,227,671,AAL55416
AGT28148,227,671,AAL55416
AGT28143,227,671,AAL55416
AGT28138,227,671,AAL55416
AGT28132,227,671,AAL55416
AGT28127,227,671,AAL55416
AGT28116,227,671,AAL55416
AGT28111,227,671,AAL55416
AGT28108,227,671,AAL55416
AGT28099,227,671,AAL55416
AGT28092,227,671,AAL55416
AGT28082,227,671,AAL55416
AGT28075,227,671,AAL55416
AGT28070,227,671,AAL55416
ACI96278,227,671,AAL55416
NP_694863,227,671,AAL55416
AFO54486,227,671,AAL55416
CBJ94528,227,671,AAL55416
CBJ94525,227,671,AAL55416
CBJ94519,227,671,AAL55416
CBJ94516,227,671,AAL55416
CBJ94513,227,671,AAL55416
ADQ57308,227,671,AAL55416
ADQ57306,227,671,AAL55416
AAL91012,227,671,AAL55416
AAR97625,227,671,AAL55416
BAI82364,227,671,AAL55416
ACL36592,227,671,AAL55416
ABL09113,227,671,AAL55416
ABL09108,227,671,AAL55416
AAQ91878,227,671,AAL55416
AAD46613,227,671,AAL55416
AAC99437,227,671,AAL55416
CBI63311,227,671,AAL55416
CBI63305,227,671,AAL55416
AAL55420,227,671,AAL55416
AAL55416,227,671,AAL55416
AAT67239,227,671,AAL55416
AAA66866,227,671,AAL55416
AAK95570,227,671,AAL55416
BAA90291,227,671,AAL55416
BAA90288,227,671,AAL55416
BAA90266,227,671,AAL55416
BAD02258,227,671,AAL55416
BAD02255,227,671,AAL55416
BAD02252,227,671,AAL55416
BAD02249,227,671,AAL55416
BAD02246,227,671,AAL55416
BAD02243,227,671,AAL55416
BAD02240,227,671,AAL55416
BAD02237,227,671,AAL55416
BAD02234,227,671,AAL55416
BAD02231,227,671,AAL55416
ABD64553,227,671,AAL55416
ABD64550,227,671,AAL55416
ABD64547,227,671,AAL55416
ABD64544,227,671,AAL55416
ABD64541,227,671,AAL55416
ABC54827,227,671,AAL55416
ABC54824,227,671,AAL55416
ABC54821,227,671,AAL55416
ABN45789,227,671,AAL55416
ABL09136,227,671,AAL55416
ABL09131,227,671,AAL55416
ABL09126,227,671,AAL55416
ABB36720,227,671,AAL55416
ABB36716,227,671,AAL55416
ABC02067,227,671,AAL55416
ABC87246,227,671,AAL55416
ABC87241,227,671,AAL55416
ABB13547,227,671,AAL55416
ABB13542,227,671,AAL55416
ABB13537,227,671,AAL55416
ABB13532,227,671,AAL55416
CAA92269,227,671,AAL55416
CAG70337,227,671,AAL55416
CAG30503,227,671,AAL55416
CAC80618,227,671,AAL55416
CAA03197,227,671,AAL55416
CAA94439,227,671,AAL55416
CAA94512,227,671,AAL55416
CAA94472,227,671,AAL55416
CAG70328,227,668,AAL55416
CAG70325,227,668,AAL55416
CAG70323,227,666,AAL55416
CAG70320,227,666,AAL55416
CAG70317,227,666,AAL55416
AFM45126,227,664,AAL55416
AFM45123,227,664,AAL55416
AFM45270,227,664,AAL55416
AFM45258,227,664,AAL55416
AFM45222,227,664,AAL55416
AFM45192,227,664,AAL55416
AFM45189,227,664,AAL55416
AFM45186,227,664,AAL55416
AFM45162,227,664,AAL55416
AFM45135,227,664,AAL55416
AFM45132,227,664,AAL55416
AFM45267,227,663,AAL55416
AAD45913,227,662,AAL55416
AAD45911,227,662,AAL55416
AFM45198,227,662,AAL55416
AFM45171,227,661,AAL55416
AFM45141,227,661,AAL55416
CAG70334,227,661,AAL55416
CAG70331,227,661,AAL55416
AFM45291,227,660,AAL55416
AAD45914,227,659,AAL55416
AFM45108,227,659,AAL55416
AAD45916,227,658,AAL55416
AFM45285,227,658,AAL55416
AFM45282,227,658,AAL55416
AFM45129,227,655,AAL55416
AFM45120,227,655,AAL55416
AFM45117,227,655,AAL55416
AFM45114,227,655,AAL55416
AFM45111,227,655,AAL55416
AFM45105,227,655,AAL55416
AFM45102,227,655,AAL55416
AFM45294,227,655,AAL55416
AFM45288,227,655,AAL55416
AFM45279,227,655,AAL55416
AFM45276,227,655,AAL55416
AFM45273,227,655,AAL55416
AFM45264,227,655,AAL55416
AFM45261,227,655,AAL55416
AFM45255,227,655,AAL55416
AFM45252,227,655,AAL55416
AFM45249,227,655,AAL55416
AFM45246,227,655,AAL55416
AFM45243,227,655,AAL55416
AFM45240,227,655,AAL55416
AFM45237,227,655,AAL55416
AFM45234,227,655,AAL55416
AFM45231,227,655,AAL55416
AFM45228,227,655,AAL55416
AFM45225,227,655,AAL55416
AFM45216,227,655,AAL55416
AFM45213,227,655,AAL55416
AFM45210,227,655,AAL55416
AFM45207,227,655,AAL55416
AFM45204,227,655,AAL55416
AFM45201,227,655,AAL55416
AFM45195,227,655,AAL55416
AFM45183,227,655,AAL55416
AFM45180,227,655,AAL55416
AFM45177,227,655,AAL55416
AFM45174,227,655,AAL55416
AFM45168,227,655,AAL55416
AFM45165,227,655,AAL55416
AFM45159,227,655,AAL55416
AFM45156,227,655,AAL55416
AFM45153,227,655,AAL55416
AFM45150,227,655,AAL55416
AFM45147,227,655,AAL55416
AFM45144,227,655,AAL55416
AFM45138,227,655,AAL55416
AFM45219,227,654,AAL55416
AAD45908,227,629,AAL55416
CBJ94522,227,620,AAL55416
CEJ95810,227,594,AAL55416
AGT28188,227,578,AAL55416
AGT28207,227,576,AAL55416
AGT28193,227,576,AAL55416
AGT28173,227,576,AAL55416
AGT28097,227,576,AAL55416
AGT28080,227,576,AAL55416
AGT28056,227,576,AAL55416
AGT28059,227,572,AAL55416
AGT28121,227,570,AAL55416
AGT28065,227,560,AAL55416
ALF95932,227,488,AAL55416
AGT28240,227,432,AAL55416
ALQ33080,227,421,AAL55416
ALQ33078,227,421,AAL55416
ALQ33076,227,421,AAL55416
ALQ33074,227,421,AAL55416
ALQ33072,227,421,AAL55416
ABN11281,227,397,AAL55416
ABN11280,227,397,AAL55416
ABN11279,227,397,AAL55416
AGT28199,227,379,AAL55416
ALQ33071,227,353,AAL55416
ALQ33070,227,353,AAL55416
ALQ33069,227,353,AAL55416
ALQ33068,227,353,AAL55416
ALQ33067,227,353,AAL55416
ALQ33066,227,353,AAL55416
